0.000000	1.000000
0.001000	0.999930
0.002000	0.999801
0.003000	0.999635
0.004000	0.999438
0.005000	0.999215
0.006000	0.998968
0.007000	0.998701
0.008000	0.998413
0.009000	0.998107
0.010000	0.997784
0.011000	0.997444
0.012000	0.997089
0.013000	0.996719
0.014000	0.996335
0.015000	0.995937
0.016000	0.995526
0.017000	0.995102
0.018000	0.994666
0.019000	0.994218
0.020000	0.993758
0.021000	0.993287
0.022000	0.992804
0.023000	0.992312
0.024000	0.991808
0.025000	0.991294
0.026000	0.990771
0.027000	0.990237
0.028000	0.989694
0.029000	0.989142
0.030000	0.988580
0.031000	0.988010
0.032000	0.987430
0.033000	0.986842
0.034000	0.986245
0.035000	0.985640
0.036000	0.985027
0.037000	0.984405
0.038000	0.983776
0.039000	0.983138
0.040000	0.982493
0.041000	0.981840
0.042000	0.981180
0.043000	0.980512
0.044000	0.979837
0.045000	0.979155
0.046000	0.978466
0.047000	0.977769
0.048000	0.977066
0.049000	0.976356
0.050000	0.975639
0.051000	0.974915
0.052000	0.974185
0.053000	0.973449
0.054000	0.972705
0.055000	0.971956
0.056000	0.971200
0.057000	0.970438
0.058000	0.969670
0.059000	0.968896
0.060000	0.968116
0.061000	0.967330
0.062000	0.966538
0.063000	0.965741
0.064000	0.964937
0.065000	0.964128
0.066000	0.963314
0.067000	0.962493
0.068000	0.961667
0.069000	0.960836
0.070000	0.960000
0.071000	0.959158
0.072000	0.958310
0.073000	0.957458
0.074000	0.956600
0.075000	0.955737
0.076000	0.954869
0.077000	0.953996
0.078000	0.953118
0.079000	0.952235
0.080000	0.951348
0.081000	0.950455
0.082000	0.949557
0.083000	0.948655
0.084000	0.947748
0.085000	0.946836
0.086000	0.945920
0.087000	0.944999
0.088000	0.944074
0.089000	0.943143
0.090000	0.942209
0.091000	0.941270
0.092000	0.940326
0.093000	0.939379
0.094000	0.938426
0.095000	0.937470
0.096000	0.936509
0.097000	0.935544
0.098000	0.934575
0.099000	0.933602
0.100000	0.932624
0.101000	0.931643
0.102000	0.930657
0.103000	0.929668
0.104000	0.928674
0.105000	0.927676
0.106000	0.926675
0.107000	0.925669
0.108000	0.924660
0.109000	0.923647
0.110000	0.922630
0.111000	0.921609
0.112000	0.920585
0.113000	0.919556
0.114000	0.918524
0.115000	0.917489
0.116000	0.916450
0.117000	0.915407
0.118000	0.914360
0.119000	0.913310
0.120000	0.912257
0.121000	0.911200
0.122000	0.910139
0.123000	0.909075
0.124000	0.908008
0.125000	0.906937
0.126000	0.905863
0.127000	0.904785
0.128000	0.903705
0.129000	0.902620
0.130000	0.901533
0.131000	0.900442
0.132000	0.899348
0.133000	0.898251
0.134000	0.897151
0.135000	0.896048
0.136000	0.894941
0.137000	0.893831
0.138000	0.892719
0.139000	0.891603
0.140000	0.890484
0.141000	0.889362
0.142000	0.888237
0.143000	0.887109
0.144000	0.885978
0.145000	0.884845
0.146000	0.883708
0.147000	0.882568
0.148000	0.881426
0.149000	0.880281
0.150000	0.879133
0.151000	0.877982
0.152000	0.876828
0.153000	0.875672
0.154000	0.874512
0.155000	0.873350
0.156000	0.872186
0.157000	0.871018
0.158000	0.869848
0.159000	0.868676
0.160000	0.867501
0.161000	0.866323
0.162000	0.865142
0.163000	0.863959
0.164000	0.862774
0.165000	0.861585
0.166000	0.860395
0.167000	0.859202
0.168000	0.858006
0.169000	0.856808
0.170000	0.855607
0.171000	0.854405
0.172000	0.853199
0.173000	0.851991
0.174000	0.850781
0.175000	0.849569
0.176000	0.848354
0.177000	0.847137
0.178000	0.845918
0.179000	0.844696
0.180000	0.843472
0.181000	0.842246
0.182000	0.841017
0.183000	0.839786
0.184000	0.838554
0.185000	0.837319
0.186000	0.836081
0.187000	0.834842
0.188000	0.833600
0.189000	0.832357
0.190000	0.831111
0.191000	0.829863
0.192000	0.828613
0.193000	0.827361
0.194000	0.826107
0.195000	0.824851
0.196000	0.823593
0.197000	0.822333
0.198000	0.821071
0.199000	0.819807
0.200000	0.818541
0.201000	0.817273
0.202000	0.816003
0.203000	0.814732
0.204000	0.813458
0.205000	0.812183
0.206000	0.810905
0.207000	0.809626
0.208000	0.808345
0.209000	0.807063
0.210000	0.805778
0.211000	0.804492
0.212000	0.803203
0.213000	0.801913
0.214000	0.800622
0.215000	0.799328
0.216000	0.798033
0.217000	0.796736
0.218000	0.795438
0.219000	0.794138
0.220000	0.792836
0.221000	0.791533
0.222000	0.790227
0.223000	0.788921
0.224000	0.787612
0.225000	0.786302
0.226000	0.784991
0.227000	0.783678
0.228000	0.782363
0.229000	0.781047
0.230000	0.779729
0.231000	0.778410
0.232000	0.777090
0.233000	0.775767
0.234000	0.774444
0.235000	0.773119
0.236000	0.771792
0.237000	0.770464
0.238000	0.769135
0.239000	0.767804
0.240000	0.766472
0.241000	0.765138
0.242000	0.763803
0.243000	0.762467
0.244000	0.761129
0.245000	0.759790
0.246000	0.758450
0.247000	0.757108
0.248000	0.755765
0.249000	0.754421
0.250000	0.753075
0.251000	0.751729
0.252000	0.750381
0.253000	0.749032
0.254000	0.747681
0.255000	0.746329
0.256000	0.744977
0.257000	0.743623
0.258000	0.742267
0.259000	0.740911
0.260000	0.739553
0.261000	0.738195
0.262000	0.736835
0.263000	0.735474
0.264000	0.734112
0.265000	0.732749
0.266000	0.731385
0.267000	0.730020
0.268000	0.728653
0.269000	0.727286
0.270000	0.725918
0.271000	0.724548
0.272000	0.723178
0.273000	0.721806
0.274000	0.720434
0.275000	0.719061
0.276000	0.717686
0.277000	0.716311
0.278000	0.714935
0.279000	0.713558
0.280000	0.712179
0.281000	0.710800
0.282000	0.709421
0.283000	0.708040
0.284000	0.706658
0.285000	0.705276
0.286000	0.703892
0.287000	0.702508
0.288000	0.701123
0.289000	0.699737
0.290000	0.698350
0.291000	0.696963
0.292000	0.695574
0.293000	0.694185
0.294000	0.692795
0.295000	0.691405
0.296000	0.690013
0.297000	0.688621
0.298000	0.687229
0.299000	0.685835
0.300000	0.684441
0.301000	0.683046
0.302000	0.681650
0.303000	0.680254
0.304000	0.678857
0.305000	0.677459
0.306000	0.676061
0.307000	0.674662
0.308000	0.673263
0.309000	0.671863
0.310000	0.670462
0.311000	0.669060
0.312000	0.667659
0.313000	0.666256
0.314000	0.664853
0.315000	0.663449
0.316000	0.662045
0.317000	0.660641
0.318000	0.659235
0.319000	0.657830
0.320000	0.656424
0.321000	0.655017
0.322000	0.653610
0.323000	0.652202
0.324000	0.650794
0.325000	0.649385
0.326000	0.647976
0.327000	0.646567
0.328000	0.645157
0.329000	0.643747
0.330000	0.642336
0.331000	0.640925
0.332000	0.639514
0.333000	0.638102
0.334000	0.636690
0.335000	0.635277
0.336000	0.633864
0.337000	0.632451
0.338000	0.631037
0.339000	0.629623
0.340000	0.628209
0.341000	0.626795
0.342000	0.625380
0.343000	0.623965
0.344000	0.622550
0.345000	0.621134
0.346000	0.619718
0.347000	0.618302
0.348000	0.616886
0.349000	0.615469
0.350000	0.614053
0.351000	0.612636
0.352000	0.611219
0.353000	0.609801
0.354000	0.608384
0.355000	0.606966
0.356000	0.605548
0.357000	0.604130
0.358000	0.602712
0.359000	0.601294
0.360000	0.599876
0.361000	0.598457
0.362000	0.597039
0.363000	0.595620
0.364000	0.594201
0.365000	0.592783
0.366000	0.591364
0.367000	0.589945
0.368000	0.588526
0.369000	0.587107
0.370000	0.585688
0.371000	0.584269
0.372000	0.582850
0.373000	0.581431
0.374000	0.580011
0.375000	0.578592
0.376000	0.577173
0.377000	0.575754
0.378000	0.574335
0.379000	0.572916
0.380000	0.571498
0.381000	0.570079
0.382000	0.568660
0.383000	0.567241
0.384000	0.565823
0.385000	0.564405
0.386000	0.562986
0.387000	0.561568
0.388000	0.560150
0.389000	0.558732
0.390000	0.557314
0.391000	0.555897
0.392000	0.554479
0.393000	0.553062
0.394000	0.551645
0.395000	0.550228
0.396000	0.548811
0.397000	0.547395
0.398000	0.545978
0.399000	0.544562
0.400000	0.543146
0.401000	0.541731
0.402000	0.540315
0.403000	0.538900
0.404000	0.537485
0.405000	0.536071
0.406000	0.534657
0.407000	0.533243
0.408000	0.531829
0.409000	0.530416
0.410000	0.529002
0.411000	0.527590
0.412000	0.526177
0.413000	0.524765
0.414000	0.523354
0.415000	0.521942
0.416000	0.520531
0.417000	0.519121
0.418000	0.517710
0.419000	0.516301
0.420000	0.514891
0.421000	0.513482
0.422000	0.512073
0.423000	0.510665
0.424000	0.509258
0.425000	0.507850
0.426000	0.506443
0.427000	0.505037
0.428000	0.503631
0.429000	0.502226
0.430000	0.500821
0.431000	0.499416
0.432000	0.498012
0.433000	0.496609
0.434000	0.495206
0.435000	0.493803
0.436000	0.492401
0.437000	0.491000
0.438000	0.489599
0.439000	0.488199
0.440000	0.486799
0.441000	0.485400
0.442000	0.484001
0.443000	0.482603
0.444000	0.481206
0.445000	0.479809
0.446000	0.478413
0.447000	0.477017
0.448000	0.475622
0.449000	0.474228
0.450000	0.472834
0.451000	0.471441
0.452000	0.470049
0.453000	0.468657
0.454000	0.467266
0.455000	0.465876
0.456000	0.464486
0.457000	0.463097
0.458000	0.461709
0.459000	0.460322
0.460000	0.458935
0.461000	0.457549
0.462000	0.456164
0.463000	0.454779
0.464000	0.453395
0.465000	0.452012
0.466000	0.450630
0.467000	0.449248
0.468000	0.447867
0.469000	0.446487
0.470000	0.445108
0.471000	0.443730
0.472000	0.442352
0.473000	0.440976
0.474000	0.439600
0.475000	0.438225
0.476000	0.436851
0.477000	0.435477
0.478000	0.434105
0.479000	0.432733
0.480000	0.431362
0.481000	0.429993
0.482000	0.428624
0.483000	0.427255
0.484000	0.425888
0.485000	0.424522
0.486000	0.423157
0.487000	0.421792
0.488000	0.420429
0.489000	0.419066
0.490000	0.417705
0.491000	0.416344
0.492000	0.414985
0.493000	0.413626
0.494000	0.412268
0.495000	0.410912
0.496000	0.409556
0.497000	0.408201
0.498000	0.406847
0.499000	0.405495
0.500000	0.404143
0.501000	0.402793
0.502000	0.401443
0.503000	0.400095
